iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
168013	0.6976	183	767	None	0.3748	-0.4731	-0.1612	10.4587	31.2829	{"0": 767, "10": 56, "-1": 183}	14852.1346
169007	0.6958	164	787	None	0.2676	0.2396	-0.1431	9.2212	33.655	{"0": 787, "10": 43, "-1": 164}	14947.6162
170005	0.694	164	795	None	0.2265	-0.1416	0.0688	8.1361	32.3099	{"0": 795, "10": 39, "-1": 164}	15041.7847
171000	0.6922	191	759	None	0.2603	-0.5812	-0.0169	10.5456	27.2484	{"0": 759, "10": 45, "-1": 191}	15136.2716
172004	0.6904	176	781	None	0.2928	-0.1396	0.0788	10.3032	37.5954	{"0": 781, "10": 47, "-1": 176}	15232.8182
173004	0.6886	179	770	None	0.331	0.0229	0.2588	8.5215	32.0614	{"0": 770, "10": 51, "-1": 179}	15328.6166
174003	0.6868	154	789	None	0.4064	0.1028	0.215	12.6124	32.578	{"0": 789, "10": 56, "-1": 154}	15425.8576
175000	0.685	151	800	None	0.3099	0.0729	0.0675	9.7873	29.6695	{"0": 800, "10": 46, "-1": 151}	15521.1621
176002	0.6832	173	789	None	0.2265	-0.15	-0.1612	8.4207	33.9062	{"0": 789, "10": 40, "-1": 173}	15616.0756
177010	0.6814	177	797	None	0.1617	-0.3771	-0.1831	6.2381	29.6701	{"0": 797, "10": 34, "-1": 177}	15709.7343
178008	0.6796	199	753	None	0.2615	-0.2125	-0.2181	8.7088	40.9236	{"0": 753, "10": 46, "-1": 199}	15804.7512
179013	0.6778	158	805	None	0.2607	-0.2255	-0.3619	8.6033	29.9897	{"0": 805, "10": 42, "-1": 158}	15899.784
180011	0.676	142	796	None	0.4589	0.3167	0.2075	12.766	34.0597	{"0": 796, "10": 60, "-1": 142}	15998.085
181014	0.6742	156	782	None	0.4925	0.3125	0.0444	11.3195	37.8238	{"0": 782, "10": 65, "-1": 156}	16096.0697
182001	0.6724	162	759	None	0.5046	0.5824	0.0444	13.9624	37.6526	{"0": 759, "10": 66, "-1": 162}	16193.3864
